"User","Start","End","FirstChapter","LastChapter","Days","Dead","Late","Delay"
"angelvan105",10-06-26,10-06-26,27,27,0,TRUE,FALSE,7
"Angie26",12-06-25,12-06-25,5,5,0,TRUE,TRUE,9
"AnglBunny",12-12-17,12-12-22,86,87,5,FALSE,TRUE,NA
"AngryMob",12-01-06,12-01-06,77,77,0,TRUE,TRUE,187
"Angryoptimist",10-03-28,10-03-28,8,8,0,TRUE,FALSE,5
"AngryParsley",11-01-02,11-01-02,63,63,0,TRUE,TRUE,36
"Angurvddel",10-03-10,10-11-29,1,63,264,TRUE,FALSE,36
"Animagiman",10-05-03,10-05-03,18,18,0,TRUE,FALSE,5
"AnimationNut",12-07-25,12-07-26,1,9,1,TRUE,TRUE,3
"animejunk",10-11-21,10-11-21,59,59,0,TRUE,FALSE,0
"anime junkie2",10-08-03,10-08-03,7,7,0,TRUE,FALSE,3
"Animekitty47",10-05-25,11-05-28,2,72,368,TRUE,FALSE,89
"animesam",10-05-02,10-05-03,5,10,1,TRUE,FALSE,4
"Anino",11-09-01,11-09-01,75,75,0,TRUE,TRUE,3
"anish",10-12-21,10-12-21,2,2,0,TRUE,TRUE,1
"Anisky",11-11-14,11-11-14,77,77,0,TRUE,TRUE,187
"anissa7118",10-08-06,10-08-06,34,34,0,TRUE,FALSE,6
"a nitpicker",12-03-11,12-03-11,78,78,0,TRUE,TRUE,4
"Ankalagon",10-05-01,10-05-08,17,19,7,TRUE,FALSE,2
"Ankur",10-03-10,10-03-10,5,5,0,TRUE,FALSE,9
"Anna2112",10-08-25,10-08-25,40,40,0,TRUE,FALSE,5
"Anna",10-07-27,12-03-28,32,81,610,TRUE,FALSE,7
"Annabelinda Tsuki",11-01-09,11-08-31,65,75,234,TRUE,TRUE,3
"Anna Paradox",11-01-28,11-05-29,69,72,121,TRUE,TRUE,89
"Annara Ren",10-03-18,10-04-03,6,10,16,TRUE,FALSE,4
"annawheatlie",10-11-09,10-11-29,58,63,20,TRUE,FALSE,36
"Anne Squires",10-03-10,10-03-10,1,1,0,TRUE,FALSE,0
"AnnF",10-03-26,10-03-26,8,8,0,TRUE,FALSE,5
"anniepFF",11-06-25,11-06-25,1,5,0,TRUE,TRUE,9
"Ann Morgan",10-10-11,10-10-11,49,49,0,TRUE,FALSE,8
"AnnoCat",10-11-04,10-11-04,27,27,0,TRUE,FALSE,7
"annon",11-09-06,11-09-06,77,77,0,TRUE,TRUE,187
"Ann onymous2",10-03-31,10-03-31,9,9,0,TRUE,FALSE,3
"annonymous",11-07-17,11-07-17,1,1,0,TRUE,TRUE,0
"Annoying Little Twit",10-10-02,10-10-03,11,47,1,TRUE,FALSE,10
"an old reader",10-06-27,10-06-27,11,11,0,TRUE,FALSE,1
"Anon",10-04-03,13-04-11,10,80,1104,TRUE,FALSE,5
"anon",10-03-10,12-12-23,5,87,1019,FALSE,FALSE,NA
"Anon42",10-04-06,10-04-06,2,4,0,TRUE,FALSE,5
"ANON",11-09-03,11-09-03,76,76,0,TRUE,TRUE,3
"anona",11-04-07,11-04-07,71,71,0,TRUE,TRUE,52
"anon-acct",10-04-16,10-04-16,16,16,0,TRUE,FALSE,10
"Anon age 12",12-03-27,12-03-27,80,80,0,TRUE,TRUE,5
"Anon aka Chicken",11-07-14,11-08-27,72,73,44,TRUE,TRUE,4
"Anon E. Moose",11-12-23,11-12-23,17,20,0,TRUE,TRUE,7
"Anonia",13-04-13,13-04-16,2,24,3,TRUE,TRUE,2
"An Oni Mouse",10-10-25,11-02-23,54,64,121,TRUE,FALSE,0
"A non-moose",12-01-11,12-01-11,77,77,0,TRUE,TRUE,187
"anonnatymousMARTIN",10-02-28,10-03-01,1,2,1,TRUE,FALSE,1
"Anonny nonny nonny",10-04-16,10-04-16,16,16,0,TRUE,FALSE,10
"anonrit.edu",11-01-09,11-01-09,65,65,0,TRUE,TRUE,10
"anonsicle",10-07-18,10-07-18,27,27,0,TRUE,FALSE,7
"Anony",11-08-25,11-10-08,27,77,44,TRUE,TRUE,187
"anony",11-01-27,11-01-27,1,1,0,TRUE,TRUE,0
"Anonyfriend",12-09-07,12-09-07,9,9,0,TRUE,TRUE,3
"Anonym",12-01-25,12-01-25,39,39,0,TRUE,TRUE,0
"Anonymity Suspect 386-21B",11-03-24,11-03-24,70,70,0,TRUE,TRUE,42
"Anonymous",10-03-26,13-05-06,8,87,1137,FALSE,FALSE,NA
"anonymous",10-04-12,13-01-07,15,14,1001,TRUE,FALSE,1
"A. Nonymous",11-09-05,12-03-23,76,80,200,TRUE,TRUE,5
"Anonymous 8675309",10-06-11,10-06-11,24,24,0,TRUE,FALSE,2
"anonymous again",10-06-29,10-06-29,27,27,0,TRUE,FALSE,7
"Anonymous Coward",12-01-25,12-01-25,77,77,0,TRUE,TRUE,187
"anonymous coward",11-01-28,11-01-28,69,69,0,TRUE,TRUE,25
"Anonymouse",10-11-01,10-11-01,56,56,0,TRUE,FALSE,6
"anonyMOUSE",11-01-02,11-01-02,63,63,0,TRUE,TRUE,36
"Anonymous is a pretty bad name",10-04-18,10-04-18,16,16,0,TRUE,FALSE,10
"Anonymous Poster",11-07-12,11-07-12,1,1,0,TRUE,TRUE,0
"Anonymous reviewer",12-02-10,12-02-10,77,77,0,TRUE,TRUE,187
"Anonymous Reviewer",11-08-31,12-03-12,75,78,194,TRUE,TRUE,4
"Anonymus",12-04-10,12-04-10,84,84,0,FALSE,TRUE,7
"Anonymus Evildoer",10-03-24,10-03-24,7,7,0,TRUE,FALSE,3
"Anosios Andreas ho Kinkajou",10-11-29,10-11-29,63,63,0,TRUE,TRUE,36
"another anon",10-06-05,10-06-05,22,22,0,TRUE,FALSE,1
"Another Anonymous Fanboy",11-04-02,11-04-02,1,1,0,TRUE,TRUE,0
"another concerned reader",12-01-17,12-01-17,77,77,0,TRUE,TRUE,187
"another fan",12-03-30,12-03-30,40,40,0,TRUE,TRUE,5
"anothergoneagain",10-03-24,10-03-24,7,7,0,TRUE,FALSE,3
"Another grateful outcast",11-03-12,11-03-12,63,63,0,TRUE,TRUE,36
"Another Lazy Rationalist",10-10-01,11-01-07,14,65,98,TRUE,FALSE,10
"Another lazy rationalist",10-09-30,10-09-30,10,9,0,TRUE,FALSE,3
"anotherone",12-03-15,12-03-15,78,78,0,TRUE,TRUE,4
"Another.Professional.Tragedist",13-03-30,13-03-30,28,28,0,TRUE,TRUE,1
"AnotherReader",10-11-22,10-11-22,60,60,0,TRUE,FALSE,5
"Another Reviewer",10-04-24,10-04-24,17,17,0,TRUE,FALSE,8
"anou",10-11-30,10-11-30,63,63,0,TRUE,TRUE,36
"Ansa88",12-02-07,12-02-08,1,18,1,TRUE,TRUE,5
"Anser's Shadow",11-09-02,11-09-02,1,1,0,TRUE,TRUE,0
"ansible917",10-11-29,10-11-29,1,1,0,TRUE,TRUE,0
"Antares Starfire",10-04-09,10-04-15,1,16,6,TRUE,FALSE,10
"Anthony Mhor",12-03-17,12-03-17,79,79,0,TRUE,TRUE,7
"AnthroGirl",12-02-09,12-02-09,22,22,0,TRUE,TRUE,1
"ANTIcarrot",12-03-22,12-04-07,80,82,16,TRUE,TRUE,1
"Antigone Q",11-09-12,11-09-12,17,56,0,TRUE,TRUE,6
"Antiguo",10-11-03,10-11-03,56,56,0,TRUE,FALSE,6
"Antonio Dolcetta",12-02-26,12-02-26,76,76,0,TRUE,TRUE,3
"An UnConcerned Citizen",12-03-14,12-03-27,78,81,13,TRUE,TRUE,7
"An Unknown Number",12-01-30,12-01-30,77,77,0,TRUE,TRUE,187
"ANV",11-03-09,11-03-09,70,70,0,TRUE,TRUE,42
"Anvildude",12-12-17,12-12-17,86,86,0,FALSE,TRUE,5
"anymeansnecessary",11-10-08,11-10-08,10,10,0,TRUE,TRUE,4
"Anyonymous reviewer",10-08-20,10-08-20,36,36,0,TRUE,FALSE,0
"Anyssia",11-08-21,11-08-21,5,5,0,TRUE,TRUE,9
"Anything But Odinary",12-07-24,12-07-24,5,5,0,TRUE,TRUE,9
"Ao",13-01-01,13-01-01,77,77,0,TRUE,TRUE,187
"aoeroihbfinhaefpguaeopritqt",11-01-15,11-01-15,30,30,0,TRUE,TRUE,0
"AOEUIDH",10-07-15,11-02-23,31,70,223,TRUE,FALSE,42
"Aoi24",10-03-24,10-04-07,7,11,14,TRUE,FALSE,1
"Aoi Dragon",11-11-13,11-11-13,8,8,0,TRUE,TRUE,5
"AoMythology",10-06-16,10-11-25,26,61,162,TRUE,FALSE,2
"aondehafka",10-03-31,10-03-31,9,9,0,TRUE,FALSE,3
"Aordic",10-07-25,10-07-25,32,32,0,TRUE,FALSE,6
"Aotrs Commander",10-11-30,11-02-23,63,70,85,TRUE,TRUE,42
"Ao yuki",11-01-07,11-01-07,5,8,0,TRUE,TRUE,5
"Apakoha",10-06-23,10-06-24,14,17,1,TRUE,FALSE,8
"Aparagus",11-10-14,11-10-14,1,1,0,TRUE,TRUE,0
"apeljohn",13-04-27,13-04-27,4,4,0,TRUE,TRUE,5
"aphyer",11-11-01,11-11-01,77,77,0,TRUE,TRUE,187
"Apocalypse",10-06-06,10-06-06,23,23,0,TRUE,FALSE,4
"Apocalypse Thou",10-07-01,10-07-01,5,5,0,TRUE,FALSE,9
"Apoorv",10-05-21,10-05-21,10,10,0,TRUE,FALSE,4
"ApoorvD",10-11-27,10-11-27,18,18,0,TRUE,TRUE,5
"appendingdoom",10-03-18,10-03-18,6,6,0,TRUE,FALSE,6
"appleP",11-08-04,11-08-04,1,1,0,TRUE,TRUE,0
"applesollie",10-03-09,10-03-09,5,5,0,TRUE,FALSE,9
"Applied Logic",12-12-30,12-12-30,87,87,0,FALSE,TRUE,NA
"Apprivoisu",10-11-22,10-11-22,5,5,0,TRUE,FALSE,9
"Apricot",10-05-15,10-05-15,7,7,0,TRUE,FALSE,3
"April 3rd to days",10-04-03,10-04-03,9,9,0,TRUE,FALSE,3
"April 8th to day",10-04-08,10-04-08,11,11,0,TRUE,FALSE,1
"Apurv2009",10-05-22,11-01-29,16,69,252,TRUE,FALSE,25
"APXAS",10-06-06,10-06-06,23,23,0,TRUE,FALSE,4
"Aquaone",12-02-22,12-02-22,17,17,0,TRUE,TRUE,8
"Aquatic-Idealist",11-01-04,11-01-04,64,64,0,TRUE,TRUE,0
"Aquillo",11-09-14,11-09-14,77,77,0,TRUE,TRUE,187
"AR",11-09-20,12-04-11,10,84,204,FALSE,TRUE,7
"Arachne",10-12-04,10-12-04,63,63,0,TRUE,TRUE,36
"Arbitrary",10-07-26,10-07-26,32,32,0,TRUE,FALSE,6
"Arbitrary Doom",10-03-08,10-03-08,5,5,0,TRUE,FALSE,9
"Arcadia",10-04-16,10-04-16,16,16,0,TRUE,FALSE,10
"Archaic",12-03-22,12-03-27,80,80,5,TRUE,TRUE,5
"Archangel Beth",11-06-21,11-06-21,72,72,0,TRUE,TRUE,89
"Archet",13-02-15,13-02-15,1,5,0,TRUE,TRUE,9
"archiesfrog",10-03-29,10-03-29,8,8,0,TRUE,FALSE,5
"Archmagus",12-01-05,12-01-05,27,27,0,TRUE,TRUE,7
"Archontruth",13-05-02,13-05-02,5,5,0,TRUE,TRUE,9
"ArcticLizard89",12-07-24,12-07-25,1,43,1,TRUE,TRUE,0
"Arden Ranger",10-03-09,10-03-09,5,5,0,TRUE,FALSE,9
"ardeth hines",13-01-16,13-01-16,1,8,0,TRUE,TRUE,5
"Ardeth Hines",13-01-16,13-01-16,2,2,0,TRUE,TRUE,1
"Ardwolf",13-01-29,13-02-03,2,70,5,TRUE,TRUE,42
"A reader",12-12-05,12-12-05,1,1,0,TRUE,TRUE,0
"a reader",11-08-30,11-08-30,74,74,0,TRUE,TRUE,3
"ARedHair",10-03-14,10-04-14,5,16,31,TRUE,FALSE,10
"A. Review. Er",13-02-25,13-02-25,87,87,0,FALSE,TRUE,NA
"A Reviewer",10-04-07,10-04-07,11,11,0,TRUE,FALSE,1
"are-you-not-entertained",11-07-03,11-07-03,1,5,0,TRUE,TRUE,9
"Argency",11-08-10,11-10-07,72,77,58,TRUE,TRUE,187
"Argentum477",11-02-17,11-02-18,64,69,1,TRUE,TRUE,25
"Argh",12-04-17,12-04-17,85,85,0,FALSE,TRUE,243
"arglebargle.IV",11-08-31,11-08-31,74,74,0,TRUE,TRUE,3
"Argoroth",10-07-27,10-07-27,32,32,0,TRUE,FALSE,6
"argylebargyle",11-05-17,11-05-17,71,71,0,TRUE,TRUE,52
"Ari",13-04-02,13-04-02,2,2,0,TRUE,TRUE,1
"Arianith",12-04-10,12-04-10,84,84,0,FALSE,TRUE,7
"Arielrondil",10-09-28,10-11-18,47,57,51,TRUE,FALSE,1
"arielrondil",12-04-16,12-04-16,82,82,0,TRUE,TRUE,1
"ariel stormcloud",10-03-16,11-05-27,5,72,437,TRUE,FALSE,89
"Aries The Ram",10-03-05,10-05-02,1,18,58,TRUE,FALSE,5
"Arieta41",13-01-01,13-01-01,1,6,0,TRUE,TRUE,6
"Aris Katsaris",10-08-26,10-11-21,39,53,87,TRUE,FALSE,0
"arithine",12-01-12,12-01-12,77,77,0,TRUE,TRUE,187
"arkee",12-08-29,13-01-06,85,87,130,FALSE,TRUE,NA
"Arkenstone007",10-03-18,10-03-18,6,6,0,TRUE,FALSE,6
"Arkeus",10-03-10,10-06-26,5,27,108,TRUE,FALSE,7
"Arkham Inmate 1473",12-05-07,12-05-07,5,5,0,TRUE,TRUE,9
"Arkh Cthuul",10-06-06,13-01-12,1,74,951,TRUE,FALSE,3
"arkleseizure",10-10-06,11-09-07,48,77,336,TRUE,FALSE,187
"Arlaikeeno",11-09-04,11-09-04,76,76,0,TRUE,TRUE,3
"Arliden",12-03-05,12-03-05,1,1,0,TRUE,TRUE,0
"Armagnac",10-09-26,10-11-08,45,58,43,TRUE,FALSE,13
"ARMH",11-02-19,11-04-05,1,71,45,TRUE,TRUE,52
"ArmyWife22079",12-04-09,12-04-09,9,9,0,TRUE,TRUE,3
"Arriana Alice-rose Cullen",10-04-25,10-04-25,17,17,0,TRUE,FALSE,8
"arriana rose Cullen",10-04-14,10-04-14,16,16,0,TRUE,FALSE,10
"arrowthroughmyheart",11-07-20,11-07-20,1,1,0,TRUE,TRUE,0
"artemisgirl",11-03-02,11-03-02,70,70,0,TRUE,TRUE,42
"Artemis Ignitan",10-05-08,10-05-08,19,19,0,TRUE,FALSE,2
"Artemis XIII",10-03-31,10-04-03,8,10,3,TRUE,FALSE,4
"Artful Lounger",11-06-20,11-06-22,27,72,2,TRUE,TRUE,89
"Arthorius",10-04-03,10-06-11,10,24,69,TRUE,FALSE,2
"articulatedgiraffe",11-04-10,11-04-10,5,5,0,TRUE,TRUE,9
"Artistic Verisimilitude",10-11-25,10-11-25,61,61,0,TRUE,FALSE,2
"Art of the Artichoke",11-11-28,11-11-28,17,17,0,TRUE,TRUE,8
"artos77",10-04-09,10-04-09,12,12,0,TRUE,FALSE,2
"artupio",10-10-06,10-10-06,48,48,0,TRUE,FALSE,2
"arturhawkwing11",12-12-25,12-12-25,87,87,0,FALSE,TRUE,NA
"Artur Hawkwing 1",11-03-29,12-03-24,70,80,361,TRUE,TRUE,5
"ArturiusRex8",13-03-03,13-03-03,87,87,0,FALSE,TRUE,NA
"Arturo Vandorien",10-11-05,10-11-09,10,58,4,TRUE,FALSE,13
"Arufined",11-09-11,11-09-11,1,1,0,TRUE,TRUE,0
"Arun",10-08-29,11-03-06,42,70,189,TRUE,FALSE,42
"Arun from India",11-02-12,11-02-12,1,1,0,TRUE,TRUE,0
"Arvarno",11-09-02,11-09-02,74,74,0,TRUE,TRUE,3
"Arwen Amorita",10-06-04,10-06-14,21,25,10,TRUE,FALSE,3
"AryanaSky",11-08-02,11-08-02,72,72,0,TRUE,TRUE,89
"ArynChris",12-03-23,12-03-23,80,80,0,TRUE,TRUE,5
"Arysthae",10-04-13,10-06-26,15,27,74,TRUE,FALSE,7
"Ar-Zimraphel",10-10-06,10-10-06,48,48,0,TRUE,FALSE,2
"asdeed",10-03-19,10-04-03,6,9,15,TRUE,FALSE,3
"asdf",10-08-16,12-04-11,1,84,604,FALSE,FALSE,7
"asdfghjkl",12-02-27,12-02-27,5,5,0,TRUE,TRUE,9
"asdfkwoei",10-07-09,10-08-02,29,34,24,TRUE,FALSE,6
"asdsd",11-07-07,11-07-07,72,72,0,TRUE,TRUE,89
"Ashandarei",10-04-13,10-04-13,15,15,0,TRUE,FALSE,2
"Ashe",12-04-06,12-04-06,82,82,0,TRUE,TRUE,1
"AshenV",10-04-11,10-04-11,13,13,0,TRUE,FALSE,1
"Asherit",11-11-08,11-11-08,2,2,0,TRUE,TRUE,1
"ash.j.silver",10-03-21,10-03-21,6,6,0,TRUE,FALSE,6
"Ashley",12-09-13,12-11-22,2,10,70,TRUE,TRUE,4
"Ashtaria",11-10-14,11-10-14,77,77,0,TRUE,TRUE,187
"ashter87",10-04-14,12-06-25,5,64,803,TRUE,FALSE,0
"Ash-Varnei",10-03-31,10-03-31,5,5,0,TRUE,FALSE,9
"A sigh in the breeze",10-10-03,10-10-03,47,47,0,TRUE,FALSE,10
"Asille Nellum",10-12-23,10-12-23,5,6,0,TRUE,TRUE,6
"Askuriel",10-11-27,10-11-27,62,62,0,TRUE,TRUE,1
"a slice of heaven",11-02-22,11-02-22,69,69,0,TRUE,TRUE,25
"Asparagus",11-10-14,11-10-19,6,51,5,TRUE,TRUE,1
"AspergianStoryteller",10-11-02,12-04-17,11,85,532,FALSE,FALSE,243
"Aspiring Author",10-11-21,10-11-21,20,23,0,TRUE,FALSE,4
"AssociatedDisassociation",11-02-14,11-02-14,69,69,0,TRUE,TRUE,25
"assyla silver",11-02-05,11-02-05,2,2,0,TRUE,TRUE,1
"Assymetric",12-07-27,12-07-28,1,9,1,TRUE,TRUE,3
"Astaldo Ungol",10-05-17,10-05-17,21,21,0,TRUE,FALSE,20
"Astarel",10-09-04,10-09-04,10,10,0,TRUE,FALSE,4
"Astariel",12-04-28,12-04-28,85,85,0,FALSE,TRUE,243
"Astarlia",10-09-19,10-09-19,9,9,0,TRUE,FALSE,3
"AStatine11",10-03-25,10-05-02,7,18,38,TRUE,FALSE,5
"Asterix",10-06-27,10-06-27,27,27,0,TRUE,FALSE,7
"Astrid",10-06-20,11-04-06,26,71,290,TRUE,FALSE,52
"asukaphile",11-09-07,11-09-07,76,76,0,TRUE,TRUE,3
"asvaldson",10-04-10,10-04-10,13,13,0,TRUE,FALSE,1
"Asymmetric",10-05-09,10-05-09,20,20,0,TRUE,FALSE,7
"AtCogRod",10-12-08,10-12-08,2,2,0,TRUE,TRUE,1
"Atelier",11-06-30,11-06-30,10,10,0,TRUE,TRUE,4
"Atelos",10-08-27,10-08-27,42,42,0,TRUE,FALSE,9
"Athena's phoenix",11-08-28,11-08-28,5,5,0,TRUE,TRUE,9
"athenia's double",10-03-09,10-03-09,5,5,0,TRUE,FALSE,9
"Athla",10-08-02,10-08-26,13,41,24,TRUE,FALSE,1
"A thought",11-07-21,11-07-21,72,72,0,TRUE,TRUE,89
"Atidrep",10-05-17,10-05-17,21,21,0,TRUE,FALSE,20
"Atlas2112",12-03-27,12-03-27,26,26,0,TRUE,TRUE,11
"atma",11-02-26,11-02-26,7,7,0,TRUE,TRUE,3
"Atoile",11-11-23,11-11-23,77,77,0,TRUE,TRUE,187
"Atomicwalrus",11-08-26,11-08-26,73,73,0,TRUE,TRUE,4
"AtrumMaximus",11-08-19,11-08-19,72,72,0,TRUE,TRUE,89
"ATT159",13-02-23,13-02-23,5,5,0,TRUE,TRUE,9
"Atticus Craft",11-08-09,12-02-26,72,77,201,TRUE,TRUE,187
"A Tye",10-03-23,10-03-23,7,7,0,TRUE,FALSE,3
"atymer",11-01-24,13-01-15,2,87,722,FALSE,TRUE,NA
"Aubrette",12-04-04,12-04-20,18,85,16,FALSE,TRUE,243
"Aubri",10-11-09,11-02-24,58,64,107,TRUE,FALSE,0
"Audaks",11-03-07,11-03-07,70,70,0,TRUE,TRUE,42
"Audley",11-01-07,11-01-07,21,21,0,TRUE,TRUE,20
"Auffasser",12-01-13,12-01-13,77,77,0,TRUE,TRUE,187
"aughoti",10-12-29,10-12-29,63,63,0,TRUE,TRUE,36
"August",11-06-04,11-06-04,72,72,0,TRUE,TRUE,89
"August Mayhem",11-02-20,11-02-20,8,8,0,TRUE,TRUE,5
"auPHE",12-03-13,12-03-13,78,78,0,TRUE,TRUE,4
"Auraeolus",12-03-26,12-03-26,80,80,0,TRUE,TRUE,5
"Aurei",11-11-25,11-11-25,10,10,0,TRUE,TRUE,4
"Aureliusz Vektor",11-07-24,11-07-24,72,72,0,TRUE,TRUE,89
"Aurora",12-02-06,12-02-06,21,21,0,TRUE,TRUE,20
"Aurora Ispissimus",11-10-06,11-10-06,2,2,0,TRUE,TRUE,1
"Auseptcyne",11-12-23,11-12-25,1,6,2,TRUE,TRUE,6
"Austin",11-02-23,12-03-27,70,81,398,TRUE,TRUE,7
"Austin Feller",12-10-23,12-10-23,85,85,0,FALSE,TRUE,243
"authority02",11-09-24,11-09-24,76,76,0,TRUE,TRUE,3
"AuthorOfDreamsXVII",11-07-31,11-08-14,1,2,14,TRUE,TRUE,1
"Autumnfell",12-09-24,12-09-24,85,85,0,FALSE,TRUE,243
"autumn midnights",11-11-17,11-11-17,5,5,0,TRUE,TRUE,9
"Av",11-03-06,11-03-06,20,20,0,TRUE,TRUE,7
"Ava-Connie",10-11-15,10-11-15,1,1,0,TRUE,FALSE,0
"avatarmirai",10-06-24,10-07-10,26,30,16,TRUE,FALSE,0
"AvatarofDeath13",11-04-24,11-04-25,11,57,1,TRUE,TRUE,1
"avazgaziz",12-03-27,12-04-20,80,85,24,FALSE,TRUE,243
"Avenash",12-12-07,12-12-07,6,6,0,TRUE,TRUE,6
"AvengingSyndrome",11-09-01,11-09-01,75,75,0,TRUE,TRUE,3
"Avesza",12-01-21,12-01-21,76,76,0,TRUE,TRUE,3
"Avi",11-02-02,11-02-04,1,69,2,TRUE,TRUE,25
"Avian020391",11-02-18,11-02-18,23,23,0,TRUE,TRUE,4
"Avid Fan",13-04-24,13-04-24,86,86,0,FALSE,TRUE,5
"AvidReader",13-01-09,13-04-30,1,1,111,TRUE,TRUE,0
"AviendhasTree",11-02-23,11-02-23,70,70,0,TRUE,TRUE,42
"Avi Muin",10-06-11,10-06-11,24,24,0,TRUE,FALSE,2
"AVR",11-02-06,11-02-06,69,69,0,TRUE,TRUE,25
"Avvjakn",11-11-05,11-11-07,76,74,2,TRUE,TRUE,3
"awed",10-11-07,10-11-07,58,58,0,TRUE,FALSE,13
"Aweomsenesisrandomeness",11-03-09,11-03-09,2,2,0,TRUE,TRUE,1
"Awesome",10-05-02,13-02-27,18,24,1032,TRUE,FALSE,2
"Awesome Guest P",13-03-24,13-03-24,1,1,0,TRUE,TRUE,0
"awesomeness-rocks",13-05-16,13-05-16,11,11,0,TRUE,TRUE,1
"Awesome Opossum",12-11-19,12-11-19,17,5,0,TRUE,TRUE,9
"Awkward Little Boxes",12-01-28,12-01-28,5,7,0,TRUE,TRUE,3
"AWL",12-01-25,12-01-25,77,77,0,TRUE,TRUE,187
"A-Writer-Bro",11-08-28,11-08-28,4,4,0,TRUE,TRUE,5
"awsm125",12-04-22,12-04-22,85,85,0,FALSE,TRUE,243
"AwsmAdm",10-11-20,11-09-01,60,75,285,TRUE,FALSE,3
"Aww",12-04-01,12-04-01,81,81,0,TRUE,TRUE,7
"Axalion",11-03-07,11-03-07,70,70,0,TRUE,TRUE,42
"Axcel",12-12-21,12-12-21,11,14,0,TRUE,TRUE,1
"axlemn",12-06-17,12-06-17,85,85,0,FALSE,TRUE,243
"axomyrhcal13",12-09-30,12-09-30,6,6,0,TRUE,TRUE,6
"Ayame777",10-03-13,10-03-13,5,5,0,TRUE,FALSE,9
"Ayame89",10-05-10,11-07-20,20,72,436,TRUE,FALSE,89
"AyameHikaru",12-01-04,12-01-04,77,77,0,TRUE,TRUE,187
"Aynessa",12-10-09,12-10-10,2,8,1,TRUE,TRUE,5
"Ayriannah",10-11-22,10-11-29,60,63,7,TRUE,FALSE,36
"Ayrin",12-02-15,12-02-15,77,77,0,TRUE,TRUE,187
"Az",10-05-27,10-11-07,1,58,164,TRUE,FALSE,13
"azin69",12-12-17,12-12-17,85,85,0,FALSE,TRUE,243
"Azjerban",12-06-12,12-06-12,1,1,0,TRUE,TRUE,0
"Azn-Wemo",12-04-11,12-04-11,84,84,0,FALSE,TRUE,7
"Azreal",12-04-04,12-04-04,72,72,0,TRUE,TRUE,89
"Azremodehar",11-01-19,11-01-19,33,33,0,TRUE,TRUE,1
"Azten",10-10-07,10-10-07,49,49,0,TRUE,FALSE,8
"azulral",11-09-06,11-09-06,1,1,0,TRUE,TRUE,0
"azul wagata",11-11-06,11-11-06,9,9,0,TRUE,TRUE,3
"Azure",10-10-24,10-10-24,52,52,0,TRUE,FALSE,0
"azure cuisine",13-03-10,13-03-10,5,5,0,TRUE,TRUE,9
"AzureLunatic",10-04-09,10-04-09,12,12,0,TRUE,FALSE,2
"Azuth",12-04-21,12-04-21,85,85,0,FALSE,TRUE,243
"Azzara",10-08-25,10-08-25,5,5,0,TRUE,FALSE,9
"B0nk3rs",13-03-03,13-03-03,17,5,0,TRUE,TRUE,9
"b17chofcerberus",11-03-08,11-03-08,70,70,0,TRUE,TRUE,42
"B",11-05-28,12-04-11,72,84,319,FALSE,TRUE,7
"baceba",10-02-28,10-08-02,1,34,155,TRUE,FALSE,6
"BackgroundRobot-11",11-04-08,11-04-08,1,1,0,TRUE,TRUE,0
"Backroads",10-06-30,10-06-30,1,9,0,TRUE,FALSE,3
"backslash symph",10-05-02,10-05-02,2,2,0,TRUE,FALSE,1
"baconbreath",11-01-24,11-01-24,68,68,0,TRUE,TRUE,4
"BadArse",11-05-20,11-05-20,17,17,0,TRUE,TRUE,8
"Badbonita",12-07-13,12-07-13,5,5,0,TRUE,TRUE,9
"Bad Dragon",12-03-10,12-03-30,64,81,20,TRUE,TRUE,7
"badger",11-05-28,11-05-28,72,72,0,TRUE,TRUE,89
"BadgerofRavenclaw",11-10-26,11-10-26,77,77,0,TRUE,TRUE,187
"badkidoh",10-03-27,12-12-22,5,87,1001,FALSE,FALSE,NA
"Bad Mothafucka",12-03-17,12-03-22,10,42,5,TRUE,TRUE,9
"badpanda",11-02-23,11-02-23,70,70,0,TRUE,TRUE,42
"baduqwa",10-03-20,10-04-02,6,9,13,TRUE,FALSE,3
"BadW0lfXF",13-02-23,13-02-23,87,87,0,FALSE,TRUE,NA
"Baen",10-04-11,10-04-11,14,14,0,TRUE,FALSE,1
"B-A-HPlova22",11-02-23,11-02-23,70,70,0,TRUE,TRUE,42
"Bailey Matutine",10-03-31,10-03-31,9,9,0,TRUE,FALSE,3
"Bailey-potter",11-06-17,11-06-17,1,1,0,TRUE,TRUE,0
"BaitedBreath",10-08-03,10-08-03,34,34,0,TRUE,FALSE,6
"BajaB",10-03-10,10-03-10,1,1,0,TRUE,FALSE,0
"Baka",12-11-06,12-11-06,6,6,0,TRUE,TRUE,6
"BakaFireKitsuneSama",12-03-13,12-03-13,8,8,0,TRUE,TRUE,5
"bakapervert",10-05-16,12-12-21,21,87,950,FALSE,FALSE,NA
"bakeit",12-12-08,12-12-08,69,69,0,TRUE,TRUE,25
"Balagor",13-03-17,13-03-17,18,18,0,TRUE,TRUE,5
"Balatros",10-03-23,10-10-16,7,50,207,TRUE,FALSE,8
"Bambieyes1234",12-04-13,12-04-13,84,84,0,FALSE,TRUE,7
"banana",11-01-21,11-01-21,67,67,0,TRUE,TRUE,11
"bananacupcakes",10-04-10,10-05-03,12,18,23,TRUE,FALSE,5
"bandgsecurtiyaw",10-03-09,10-03-19,5,6,10,TRUE,FALSE,6
