"Search","Date","Links"
"Neon Genesis Evangelion",2012-04-09,34
"R. A. Lafferty",2012-04-09,5
"modafinil",2012-04-09,33
"""Frank Herbert"" -mason",2012-04-09,106
"""Nick Bostrom""",2012-04-09,11
"""Silk Road"" Bitcoin",2012-04-09,36
"""Gene Wolfe""",2012-04-09,13
"gwern -Isaf -Brenin",2012-04-10,15
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-04-11,12
"gwern -Isaf -Brenin",2012-04-11,9
"""dual n-back""",2012-04-11,18
"""intermittent fasting""",2012-04-12,136
"melatonin",2012-04-12,59
"gwern -Isaf -Brenin",2012-04-13,11
"""Spaced repetition"" OR ""spacing effect""",2012-04-13,27
"(""Hideaki Anno"" OR ""Anno Hideaki"") interview",2012-04-13,11
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-04-13,127
"gwern -Isaf -Brenin",2012-04-15,12
"Neon Genesis Evangelion",2012-04-16,49
"R. A. Lafferty",2012-04-16,16
"modafinil",2012-04-16,14
"""Frank Herbert"" -mason",2012-04-16,95
"""Nick Bostrom""",2012-04-16,9
"""Silk Road"" Bitcoin",2012-04-16,31
"""Gene Wolfe""",2012-04-16,12
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-04-18,17
"gwern.net",2012-04-18,15
"gwern -Isaf -Brenin",2012-04-18,11
"""dual n-back""",2012-04-18,16
"""sunk cost"" OR ""concorde effect""",2012-04-19,8
"""intermittent fasting""",2012-04-19,158
"melatonin",2012-04-19,82
"""Spaced repetition"" OR ""spacing effect""",2012-04-20,14
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-04-20,224
"gwern -Isaf -Brenin",2012-04-21,13
"""Mark Lombardi"" -""Maryville University""",2012-04-22,15
"Neon Genesis Evangelion",2012-04-23,27
"R. A. Lafferty",2012-04-23,16
"modafinil",2012-04-23,19
"""Frank Herbert"" -mason",2012-04-23,68
"""Nick Bostrom""",2012-04-23,15
"""Silk Road"" Bitcoin",2012-04-23,16
"gwern -Isaf -Brenin",2012-04-24,10
"gwern -Isaf -Brenin",2012-04-25,21
"""dual n-back""",2012-04-25,38
"""sunk cost"" OR ""concorde effect""",2012-04-26,16
"""intermittent fasting""",2012-04-26,81
"gwern -Isaf -Brenin",2012-04-26,12
"melatonin",2012-04-26,58
"""Spaced repetition"" OR ""spacing effect""",2012-04-27,28
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-04-27,132
"gwern -Isaf -Brenin",2012-04-28,11
"gwern -Isaf -Brenin",2012-04-29,12
"""Mark Lombardi"" -""Maryville University""",2012-04-29,8
"Neon Genesis Evangelion",2012-04-30,35
"R. A. Lafferty",2012-04-30,20
"modafinil",2012-04-30,8
"""Frank Herbert"" -mason",2012-04-30,80
"""Nick Bostrom""",2012-04-30,9
"""Silk Road"" Bitcoin",2012-04-30,24
"""Gene Wolfe""",2012-04-30,7
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-05-02,11
"gwern -Isaf -Brenin",2012-05-02,17
"""dual n-back""",2012-05-02,9
"""sunk cost"" OR ""concorde effect""",2012-05-03,28
"""intermittent fasting""",2012-05-03,61
"gwern -Isaf -Brenin",2012-05-03,9
"melatonin",2012-05-03,80
"Neon Genesis Evangelion",2012-05-07,34
"R. A. Lafferty",2012-05-07,3
"modafinil",2012-05-07,11
"""Frank Herbert"" -mason",2012-05-07,117
"gwern -Isaf -Brenin",2012-05-07,7
"""Nick Bostrom""",2012-05-07,6
"""Silk Road"" Bitcoin",2012-05-07,14
"""Gene Wolfe""",2012-05-07,13
"gwern -Isaf -Brenin",2012-05-08,11
"gwern.net",2012-05-09,12
"""dual n-back""",2012-05-09,30
"""sunk cost"" OR ""concorde effect""",2012-05-10,12
"""intermittent fasting""",2012-05-10,122
"gwern -Isaf -Brenin",2012-05-10,10
"melatonin",2012-05-10,93
"""Spaced repetition"" OR ""spacing effect""",2012-05-11,13
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-05-11,167
"gwern -Isaf -Brenin",2012-05-13,7
"Neon Genesis Evangelion",2012-05-14,26
"R. A. Lafferty",2012-05-14,14
"modafinil",2012-05-14,13
"""Frank Herbert"" -mason",2012-05-14,96
"gwern -Isaf -Brenin",2012-05-14,6
"""Nick Bostrom""",2012-05-14,17
"""Silk Road"" Bitcoin",2012-05-14,38
"""Gene Wolfe""",2012-05-14,6
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-05-16,11
"""dual n-back""",2012-05-16,20
"""sunk cost"" OR ""concorde effect""",2012-05-17,8
"""intermittent fasting""",2012-05-17,83
"gwern -Isaf -Brenin",2012-05-17,12
"melatonin",2012-05-17,54
"""Spaced repetition"" OR ""spacing effect""",2012-05-18,18
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-05-18,205
"gwern -Isaf -Brenin",2012-05-19,11
"""Mark Lombardi"" -""Maryville University""",2012-05-20,19
"Neon Genesis Evangelion",2012-05-21,37
"R. A. Lafferty",2012-05-21,12
"modafinil",2012-05-21,12
"""Frank Herbert"" -mason",2012-05-21,92
"gwern -Isaf -Brenin",2012-05-21,12
"""Nick Bostrom""",2012-05-21,5
"""Silk Road"" Bitcoin",2012-05-21,39
"""Gene Wolfe""",2012-05-21,11
"gwern -Isaf -Brenin",2012-05-22,14
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-05-23,21
"""dual n-back""",2012-05-23,38
"""synaptic homeostasis""",2012-05-23,11
"""sunk cost"" OR ""concorde effect""",2012-05-24,7
"""intermittent fasting""",2012-05-24,79
"melatonin",2012-05-24,44
"""Spaced repetition"" OR ""spacing effect""",2012-05-25,11
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-05-25,122
"gwern -Isaf -Brenin",2012-05-26,10
"Neon Genesis Evangelion",2012-05-28,37
"""Frank Herbert"" -mason",2012-05-28,105
"""Nick Bostrom""",2012-05-28,15
"""Silk Road"" Bitcoin",2012-05-28,20
"""Gene Wolfe""",2012-05-28,8
"gwern -Isaf -Brenin",2012-05-29,7
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-05-30,10
"gwern.net",2012-05-30,12
"gwern0@gmail.com",2012-05-30,11
"""dual n-back""",2012-05-30,23
"""synaptic homeostasis""",2012-05-30,7
"""sunk cost"" OR ""concorde effect""",2012-05-31,10
"""intermittent fasting""",2012-05-31,134
"melatonin",2012-05-31,96
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-06-01,163
"""Mark Lombardi"" -""Maryville University""",2012-06-03,12
"Neon Genesis Evangelion",2012-06-04,31
"R. A. Lafferty",2012-06-04,15
"modafinil",2012-06-04,12
"""Frank Herbert"" -mason",2012-06-04,110
"""Nick Bostrom""",2012-06-04,9
"""Silk Road"" Bitcoin",2012-06-04,8
"""Gene Wolfe""",2012-06-04,15
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-06-06,19
"""dual n-back""",2012-06-06,20
"""sunk cost"" OR ""concorde effect""",2012-06-07,13
"""intermittent fasting""",2012-06-07,117
"melatonin",2012-06-07,66
"""Spaced repetition"" OR ""spacing effect""",2012-06-08,32
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-06-08,201
"gwern -Isaf -Brenin",2012-06-09,16
"""Mark Lombardi"" -""Maryville University""",2012-06-10,10
"Neon Genesis Evangelion",2012-06-11,42
"R. A. Lafferty",2012-06-11,10
"modafinil",2012-06-11,22
"""Frank Herbert"" -mason",2012-06-11,154
"gwern -Isaf -Brenin",2012-06-11,8
"""Silk Road"" Bitcoin",2012-06-11,19
"""Gene Wolfe""",2012-06-11,15
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-06-13,12
"""dual n-back""",2012-06-13,15
"""synaptic homeostasis""",2012-06-13,8
"""sunk cost"" OR ""concorde effect""",2012-06-14,8
"""intermittent fasting""",2012-06-14,115
"gwern -Isaf -Brenin",2012-06-14,12
"melatonin",2012-06-14,32
"""Spaced repetition"" OR ""spacing effect""",2012-06-15,9
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-06-15,156
"gwern -Isaf -Brenin",2012-06-16,7
"gwern -Isaf -Brenin",2012-06-17,6
"""Mark Lombardi"" -""Maryville University""",2012-06-17,12
"Neon Genesis Evangelion",2012-06-18,34
"modafinil",2012-06-18,15
"""Frank Herbert"" -mason",2012-06-18,78
"gwern -Isaf -Brenin",2012-06-18,7
"""Nick Bostrom""",2012-06-18,9
"""Silk Road"" Bitcoin",2012-06-18,24
"""Gene Wolfe""",2012-06-18,12
"gwern -Isaf -Brenin",2012-06-19,11
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-06-20,16
"gwern -Isaf -Brenin",2012-06-20,11
"""dual n-back""",2012-06-20,13
"""synaptic homeostasis""",2012-06-20,11
"""sunk cost"" OR ""concorde effect""",2012-06-21,16
"""intermittent fasting""",2012-06-21,104
"gwern -Isaf -Brenin",2012-06-21,12
"melatonin",2012-06-21,78
"gwern -Isaf -Brenin",2012-06-22,11
"""Spaced repetition"" OR ""spacing effect""",2012-06-22,9
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-06-22,149
"gwern -Isaf -Brenin",2012-06-24,11
"Neon Genesis Evangelion",2012-06-25,26
"R. A. Lafferty",2012-06-25,11
"modafinil",2012-06-25,15
"""Frank Herbert"" -mason",2012-06-25,69
"gwern -Isaf -Brenin",2012-06-25,19
"""Nick Bostrom""",2012-06-25,10
"""Silk Road"" Bitcoin",2012-06-25,39
"""Gene Wolfe""",2012-06-25,14
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-06-27,12
"""dual n-back""",2012-06-27,22
"""synaptic homeostasis""",2012-06-27,10
"""sunk cost"" OR ""concorde effect""",2012-06-28,7
"""intermittent fasting""",2012-06-28,140
"gwern -Isaf -Brenin",2012-06-28,10
"melatonin",2012-06-28,53
"gwern -Isaf -Brenin",2012-06-29,10
"""Spaced repetition"" OR ""spacing effect""",2012-06-29,16
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-06-29,259
"gwern -Isaf -Brenin",2012-07-01,12
"""Mark Lombardi"" -""Maryville University""",2012-07-01,12
"R. A. Lafferty",2012-07-02,14
"Neon Genesis Evangelion",2012-07-02,0
"""Frank Herbert"" -mason",2012-07-02,109
"""Silk Road"" Bitcoin",2012-07-02,19
"""Gene Wolfe""",2012-07-02,17
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-07-04,12
"gwern -Isaf -Brenin",2012-07-04,8
"""dual n-back""",2012-07-04,31
"""synaptic homeostasis""",2012-07-04,9
"""sunk cost"" OR ""concorde effect""",2012-07-05,6
"""intermittent fasting""",2012-07-05,175
"gwern -Isaf -Brenin",2012-07-05,11
"melatonin",2012-07-05,38
"gwern -Isaf -Brenin",2012-07-06,13
"""Spaced repetition"" OR ""spacing effect""",2012-07-06,12
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-07-06,141
"gwern -Isaf -Brenin",2012-07-07,16
"""hope function""",2012-07-08,11
"""Mark Lombardi"" -""Maryville University""",2012-07-08,14
"Neon Genesis Evangelion",2012-07-09,30
"modafinil",2012-07-09,28
"""Frank Herbert"" -mason",2012-07-09,79
"gwern -Isaf -Brenin",2012-07-09,11
"""Nick Bostrom""",2012-07-09,10
"(""Hideaki Anno"" OR ""Anno Hideaki"") interview",2012-07-09,23
"""Silk Road"" Bitcoin",2012-07-09,25
"(""Hideaki Anno"" OR ""Anno Hideaki"") interview",2012-07-10,23
"""LessWrong"" -site:lesswrong.com -pastebin.com",2012-07-11,34
"gwern -Isaf -Brenin",2012-07-11,12
"""dual n-back""",2012-07-11,22
"""sunk cost"" OR ""concorde effect""",2012-07-12,12
"""intermittent fasting""",2012-07-12,134
"gwern -Isaf -Brenin",2012-07-12,10
"melatonin",2012-07-12,60
"gwern -Isaf -Brenin",2012-07-13,11
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-07-13,153
"""hope function""",2012-07-15,12
"""Mark Lombardi"" -""Maryville University""",2012-07-15,15
"Neon Genesis Evangelion",2012-07-16,24
"R. A. Lafferty",2012-07-16,5
"modafinil",2012-07-16,14
"""Frank Herbert"" -mason",2012-07-16,83
"gwern -Isaf -Brenin",2012-07-16,7
"""Silk Road"" Bitcoin",2012-07-16,28
"""Gene Wolfe""",2012-07-16,10
"gwern -Isaf -Brenin",2012-07-17,7
"""dual n-back""",2012-07-18,23
"(""Hideaki Anno"" OR ""Anno Hideaki"") interview",2012-07-18,16
"""intermittent fasting""",2012-07-19,105
"melatonin",2012-07-19,63
"gwern -Isaf -Brenin",2012-07-20,11
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-07-20,204
"Neon Genesis Evangelion",2012-07-23,32
"modafinil",2012-07-23,22
"""Frank Herbert"" -mason",2012-07-23,107
"gwern -Isaf -Brenin",2012-07-23,10
"gwern -Isaf -Brenin -gof",2012-07-23,8
"""Nick Bostrom""",2012-07-23,12
"""Silk Road"" Bitcoin",2012-07-23,21
"""Gene Wolfe""",2012-07-23,22
"(""Hideaki Anno"" OR ""Anno Hideaki"") interview",2012-07-24,7
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-07-24,53
"""Gene Wolfe""",2012-07-24,17
"""LessWrong"" OR ""Singularity Institute""",2012-07-24,15
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-07-24,10
"dual n-back",2012-07-24,22
"""synaptic homeostasis""",2012-07-25,11
"""Nick Bostrom""",2012-07-25,14
"""sunk cost"" OR ""concorde effect""",2012-07-26,13
"""intermittent fasting""",2012-07-26,90
"melatonin",2012-07-26,50
"""Spaced repetition"" OR ""spacing effect""",2012-07-27,8
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-07-27,91
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-07-27,8
"modafinil",2012-07-30,24
"""Frank Herbert"" -mason",2012-07-30,86
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-07-30,18
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-07-31,60
"""Gene Wolfe""",2012-07-31,28
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-07-31,10
"""LessWrong"" OR ""Singularity Institute""",2012-07-31,37
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-07-31,11
"dual n-back",2012-07-31,29
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-08-01,27
"""sunk cost"" OR ""concorde effect""",2012-08-02,14
"""intermittent fasting""",2012-08-02,163
"melatonin",2012-08-02,73
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-08-02,12
"""Spaced repetition"" OR ""spacing effect""",2012-08-03,12
"""Intrade"" -""in trade"" -Malaysia -klapa",2012-08-03,141
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-08-03,10
"""hope function""",2012-08-05,7
"""Mark Lombardi"" -""Maryville University""",2012-08-05,9
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-08-05,12
"R. A. Lafferty",2012-08-06,7
"modafinil",2012-08-06,17
"""Frank Herbert"" -mason",2012-08-06,55
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-08-06,12
"""Gene Wolfe""",2012-08-07,21
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-08-07,89
"""LessWrong"" OR ""Singularity Institute""",2012-08-07,21
"dual n-back",2012-08-07,20
"""sunk cost"" OR ""concorde effect""",2012-08-09,19
"""intermittent fasting""",2012-08-09,183
"adult iodine supplementation (IQ OR intelligence OR cognitive)",2012-08-09,9
"melatonin",2012-08-09,33
"""Spaced repetition"" OR ""spacing effect""",2012-08-10,10
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-08-10,8
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-08-10,7
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-08-12,12
"modafinil",2012-08-13,21
"""Frank Herbert"" -mason",2012-08-13,65
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-08-13,12
"""Gene Wolfe""",2012-08-14,12
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-08-14,85
"""LessWrong"" OR ""Singularity Institute""",2012-08-14,22
"dual n-back",2012-08-14,20
"""Nick Bostrom""",2012-08-15,15
"""sunk cost"" OR ""concorde effect""",2012-08-16,9
"""intermittent fasting""",2012-08-16,144
"adult iodine supplementation (IQ OR intelligence OR cognitive)",2012-08-16,14
"melatonin",2012-08-16,44
"""Spaced repetition"" OR ""spacing effect""",2012-08-17,26
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-08-17,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-08-18,7
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-08-19,12
"R. A. Lafferty",2012-08-20,7
"modafinil",2012-08-20,11
"""Frank Herbert"" -mason",2012-08-20,38
"""LessWrong"" OR ""Singularity Institute""",2012-08-21,20
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-08-21,73
"""Gene Wolfe""",2012-08-21,34
"""Nick Bostrom""",2012-08-22,5
"""sunk cost"" OR ""concorde effect""",2012-08-23,9
"""intermittent fasting""",2012-08-23,114
"melatonin",2012-08-23,43
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-08-23,7
"""Spaced repetition"" OR ""spacing effect""",2012-08-24,26
"""Mark Lombardi"" -""Maryville University""",2012-08-26,12
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-08-26,7
"modafinil",2012-08-27,9
"""Frank Herbert"" -mason",2012-08-27,43
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-08-27,11
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-08-28,62
"""LessWrong"" OR ""Singularity Institute""",2012-08-28,15
"""Gene Wolfe""",2012-08-28,28
"dual n-back",2012-08-28,32
"""Nick Bostrom""",2012-08-29,12
"""sunk cost"" OR ""concorde effect""",2012-08-30,12
"""intermittent fasting""",2012-08-30,126
"melatonin",2012-08-30,76
"""Spaced repetition"" OR ""spacing effect""",2012-08-31,8
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-01,12
"""Mark Lombardi"" -""Maryville University""",2012-09-02,9
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-02,12
"modafinil",2012-09-03,16
"""Frank Herbert"" -mason",2012-09-03,39
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-09-03,7
"""LessWrong"" OR ""Singularity Institute""",2012-09-04,27
"""Gene Wolfe""",2012-09-04,32
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-09-04,36
"dual n-back",2012-09-04,27
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-05,12
"""intermittent fasting""",2012-09-06,180
"melatonin",2012-09-06,64
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-06,11
"""Spaced repetition"" OR ""spacing effect""",2012-09-07,20
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-08,11
"""Mark Lombardi"" -""Maryville University""",2012-09-09,10
"R. A. Lafferty",2012-09-10,6
"modafinil",2012-09-10,14
"""Frank Herbert"" -mason",2012-09-10,0
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-10,5
"""LessWrong"" OR ""Singularity Institute""",2012-09-11,17
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-09-11,30
"""Gene Wolfe""",2012-09-11,27
"dual n-back",2012-09-11,30
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-11,10
"""Nick Bostrom""",2012-09-12,11
"""sunk cost"" OR ""concorde effect""",2012-09-13,9
"""intermittent fasting""",2012-09-13,118
"melatonin",2012-09-13,73
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-13,9
"""Spaced repetition"" OR ""spacing effect""",2012-09-14,33
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-15,11
"""Mark Lombardi"" -""Maryville University""",2012-09-16,32
"""Frank Herbert"" -mason",2012-09-17,36
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-18,10
"""Gene Wolfe""",2012-09-18,24
"""LessWrong"" OR ""Singularity Institute""",2012-09-18,13
"dual n-back",2012-09-18,17
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-09-18,24
"""synaptic homeostasis""",2012-09-19,6
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-19,9
"""Nick Bostrom""",2012-09-19,16
"""sunk cost"" OR ""concorde effect""",2012-09-20,14
"""intermittent fasting""",2012-09-20,117
"melatonin",2012-09-20,62
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-20,16
"""Spaced repetition"" OR ""spacing effect""",2012-09-21,21
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-21,5
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-23,6
"""Frank Herbert"" -mason",2012-09-24,29
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-24,31
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-09-25,29
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-25,9
"""LessWrong"" OR ""Singularity Institute""",2012-09-25,21
"dual n-back",2012-09-25,23
"""Gene Wolfe""",2012-09-25,47
"""synaptic homeostasis""",2012-09-26,11
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-26,15
"""Nick Bostrom""",2012-09-26,15
"""sunk cost"" OR ""concorde effect""",2012-09-27,11
"""intermittent fasting""",2012-09-27,120
"melatonin",2012-09-27,70
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-27,5
"""Spaced repetition"" OR ""spacing effect""",2012-09-28,20
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-28,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-29,6
"""Mark Lombardi"" -""Maryville University""",2012-09-30,9
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-09-30,12
"modafinil",2012-10-01,56
"""Frank Herbert"" -mason",2012-10-01,44
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-01,8
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-10-02,32
"""Gene Wolfe""",2012-10-02,21
"""LessWrong"" OR ""Singularity Institute""",2012-10-02,15
"dual n-back",2012-10-02,18
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-02,9
"""Nick Bostrom""",2012-10-03,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-03,15
"""sunk cost"" OR ""concorde effect""",2012-10-04,18
"""intermittent fasting""",2012-10-04,127
"melatonin",2012-10-04,82
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-05,6
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-06,6
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-06,6
"""Mark Lombardi"" -""Maryville University""",2012-10-07,9
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-08,5
"R. A. Lafferty",2012-10-08,6
"modafinil",2012-10-08,44
"""Frank Herbert"" -mason",2012-10-08,36
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-09,13
"dual n-back",2012-10-09,17
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-10-09,31
"""Gene Wolfe""",2012-10-09,24
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-10,10
"""LessWrong"" OR ""Singularity Institute""",2012-10-10,12
"""synaptic homeostasis""",2012-10-10,11
"""Nick Bostrom""",2012-10-10,9
"""intermittent fasting""",2012-10-11,119
"""sunk cost"" OR ""concorde effect""",2012-10-11,11
"melatonin",2012-10-11,24
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-12,10
"""Spaced repetition"" OR ""spacing effect""",2012-10-12,15
"""hope function""",2012-10-14,16
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-14,12
"""Frank Herbert"" -mason",2012-10-15,83
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-15,12
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-10-16,28
"dual n-back",2012-10-16,12
"""Gene Wolfe""",2012-10-17,5
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-17,10
"""LessWrong"" OR ""Singularity Institute""",2012-10-17,12
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-10-17,8
"""Nick Bostrom""",2012-10-17,18
"""intermittent fasting""",2012-10-18,100
"melatonin",2012-10-18,23
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-18,7
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-20,10
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-10-21,4
"""Mark Lombardi"" -""Maryville University""",2012-10-21,10
"R. A. Lafferty",2012-10-22,11
"""Frank Herbert"" -mason",2012-10-22,43
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-10-23,20
"dual n-back",2012-10-23,39
"""Gene Wolfe""",2012-10-23,17
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-23,6
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-25,14
"""sunk cost"" OR ""concorde effect""",2012-10-25,10
"""intermittent fasting""",2012-10-25,89
"melatonin",2012-10-25,40
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-26,9
"""Spaced repetition"" OR ""spacing effect""",2012-10-26,13
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-26,6
"""Death Note"" (script OR live-action OR Parlapanides)",2012-10-28,20
"""Frank Herbert"" -mason",2012-10-29,67
"modafinil",2012-10-29,10
"R. A. Lafferty",2012-10-29,6
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-10-30,35
"dual n-back",2012-10-30,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-10-31,8
"""LessWrong"" OR ""Singularity Institute""",2012-10-31,19
"""Gene Wolfe""",2012-10-31,24
"(anime OR manga) (half-Japanese OR hafu OR half-American)",2012-10-31,10
"""Nick Bostrom""",2012-11-01,9
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-01,5
"""sunk cost"" OR ""concorde effect""",2012-11-01,4
"melatonin",2012-11-01,46
"""intermittent fasting""",2012-11-01,127
"((""Hideaki Anno"" OR ""Anno Hideaki"") interview) OR Neon",2012-11-01,5
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-01,15
"""Spaced repetition"" OR ""spacing effect""",2012-11-02,28
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-03,10
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-03,10
"""Death Note"" (script OR live-action OR Parlapanides)",2012-11-04,31
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-05,12
"""Frank Herbert"" -mason",2012-11-05,71
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-06,9
"dual n-back",2012-11-06,26
"""Silk Road"" (bitcoin OR drugs OR cryptography)",2012-11-07,26
"""Gene Wolfe""",2012-11-07,16
"""LessWrong"" OR ""Singularity Institute""",2012-11-07,12
"User:Gwern OR User:Marudubshinki OR gwern OR gwern.net",2012-11-08,17
"""Nick Bostrom""",2012-11-08,20
"""intermittent fasting""",2012-11-08,110
"melatonin",2012-11-08,53
